sport,event,year,athlete_id,country_id,bronze,silver,gold
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,42386,67,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,42609,34,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,42609,34,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,42609,34,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,42609,34,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,42609,34,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,42609,34,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,42701,195,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,42701,195,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,42701,195,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,42724,167,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,42724,167,1,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,42724,167,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,42724,167,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,42821,29,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,42821,29,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,42821,29,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,42821,29,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,42919,29,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,42919,29,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,42919,29,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,42931,198,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,42931,198,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,43092,52,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,43092,52,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,43143,67,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,43184,92,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,43268,179,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,43477,34,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,43477,34,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,44137,179,1,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,44137,179,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,44137,179,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,44137,179,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,44172,173,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,44172,173,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,44172,173,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,44185,5,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,44185,5,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,44185,5,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,44256,146,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,44256,146,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,44294,85,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,44294,85,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,44322,146,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,44322,146,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,44322,146,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,44322,146,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,44322,146,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,44353,171,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,44353,171,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,44433,178,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,44433,178,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,44433,178,,,1
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,44632,124,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,44632,124,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,44971,178,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,44972,107,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,44972,107,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,45064,179,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,45064,179,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,45297,195,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,45297,195,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,45297,195,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,45665,178,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,45665,178,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,45666,147,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,45666,147,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,46037,178,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,46225,26,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,46225,26,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,46349,34,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,46349,34,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,46349,34,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,46349,34,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,46349,34,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,46444,166,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,46444,166,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,46444,166,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,46591,136,,,1
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,46591,136,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,46630,136,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,46630,136,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,46646,12,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,46646,12,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,46646,12,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,46680,12,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,46680,12,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,46680,12,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,46680,12,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,47063,178,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,47063,178,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,47063,178,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,47091,179,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,47116,92,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,47116,92,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,47226,66,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,47226,66,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,47226,66,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,47226,66,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,47278,34,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,47278,34,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,47278,34,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,47278,34,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,47457,178,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,47457,178,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,47457,178,,1,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,47457,178,,,1
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,47627,71,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,47627,71,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,47627,71,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,47627,71,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,47852,12,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,48175,71,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,48175,71,1,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,48175,71,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,48529,71,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,48529,71,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,48529,71,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,48817,12,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,48817,12,,1,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,49092,92,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,49092,92,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,49092,92,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,49094,92,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,49094,92,1,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,49094,92,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,49094,92,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,49094,92,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,49094,92,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,49115,195,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,49115,195,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,49115,195,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,49115,195,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,49178,71,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,49178,71,,1,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,49178,71,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,49178,71,,,1
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,49283,146,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,49283,146,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,49283,146,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,49283,146,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,49283,146,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,49318,179,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,49318,179,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,49953,136,1,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,50161,12,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,50161,12,1,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,50161,12,,1,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,50509,193,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,50509,193,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,50509,193,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,50509,193,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,50781,34,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,50781,34,1,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,50898,67,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,50898,67,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,50898,67,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,51117,166,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,51117,166,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,51117,166,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,51117,166,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,51117,166,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,51307,12,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,51386,171,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,51386,171,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,51715,162,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,51715,162,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,51857,29,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,51857,29,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,51857,29,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,51857,29,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,52056,34,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,52056,34,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,52056,34,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,52056,34,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,52056,34,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,52056,34,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,52124,178,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,52124,178,,,1
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,52124,178,1,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,52167,92,,1,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,52167,92,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,52167,92,1,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,52168,12,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,52168,12,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,52168,12,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,52325,86,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,52394,94,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,52394,94,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,52481,94,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,52481,94,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,52481,94,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,52775,18,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,52775,18,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,52878,152,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,52878,152,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,52878,152,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,52878,152,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,53132,73,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,53132,73,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,53207,136,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,53207,136,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,53207,136,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,53420,52,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,53420,52,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,53420,52,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,53420,52,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,53688,179,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,53688,179,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,53688,179,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,53688,179,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,53794,136,1,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,53794,136,,,1
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,53794,136,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,53794,136,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,53850,108,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,53850,108,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,53859,34,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,53994,146,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,54012,146,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,54012,146,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,54012,146,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,54012,146,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,54041,66,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,54041,66,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,54041,66,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,54041,66,,,1
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,54078,67,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,54327,122,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,54327,122,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,54327,122,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,54327,122,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,54673,136,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,54673,136,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,54673,136,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,54724,167,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,54724,167,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,54724,167,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,54724,167,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,54938,195,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,55281,178,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,55281,178,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,55285,136,1,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,55285,136,,1,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,55285,136,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,55285,136,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,55572,179,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,55572,179,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,55717,34,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,55717,34,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,55717,34,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,55809,178,1,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,55809,178,1,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,56293,171,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,56293,171,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,56403,62,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,56403,62,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,56403,62,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,56403,62,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,56410,102,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,56410,102,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,56467,66,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,56467,66,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,56861,18,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,56861,18,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,56861,18,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,56861,18,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,56861,18,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,56898,178,,1,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,56898,178,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,56898,178,,1,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,56898,178,,,1
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,57079,18,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,57292,166,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,57292,166,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,57292,166,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,57508,92,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,57554,138,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,57570,24,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,57570,24,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,57570,24,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,57692,62,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,57692,62,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,57892,195,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,58078,179,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,58078,179,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,58080,108,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,58080,108,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,58080,108,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,58090,66,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,58090,66,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,58285,166,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,58285,166,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,58285,166,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,58285,166,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,58285,166,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,58285,166,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,58671,29,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,58691,96,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,58691,96,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,58869,34,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,58869,34,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,58869,34,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,59268,152,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,59268,152,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,59268,152,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,59384,152,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,59384,152,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,59471,96,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,59471,96,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,59471,96,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,59471,96,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,59471,96,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,59483,96,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,59483,96,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,59483,96,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,59708,136,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,59708,136,,,
